OBJECTID,FarmNum,PresAbs,PondNum,PondRoost_Dist,PondArea,PondLong,PondLat,PondRoost_Dist
68,27,0,116,28461.70267,49018.04748,464270.438251726,3581685.35691779,28461.70267
69,27,0,60,27113.40415,34543.41698,465701.477357526,3581787.03992905,27113.40415
70,27,0,99,28709.3227,37203.46644,464010.777479742,3581764.62480234,28709.3227
71,27,1,58,26697.99401,36431.15972,466179.813162548,3581777.87545276,26697.99401
72,27,0,57,26874.60993,36887.75194,465989.243796871,3581849.06817984,26874.60993
73,27,0,115,28420.47466,44047.49329,464400.231381061,3581850.74979030,28420.47466
74,27,0,59,27419.77095,30566.31798,465433.457115030,3581890.06154843,27419.77095
75,27,0,62,27576.21216,31090.92438,465234.065971831,3581883.56782856,27576.21216
76,27,0,56,27136.66994,40979.31881,465734.799969829,3581935.00151319,27136.66994
77,27,1,82,29073.69815,47408.40642,463690.888772086,3581954.29302491,29073.69815
78,27,0,114,28287.59873,52708.91486,464538.289504012,3582046.66003861,28287.59873
79,27,0,55,27417.05816,39077.54442,465485.926312036,3582031.62652864,27417.05816
80,27,1,80,29426.70402,27113.76648,463385.214671933,3582049.09436203,29426.70402
81,27,0,98,28903.06299,47734.86118,463906.596210222,3582055.94927124,28903.06299
82,27,0,113,28460.95898,33245.57153,464457.740392919,3582220.74908595,28460.95898
83,27,1,54,27685.94277,34661.10523,465209.678863391,3582178.36754867,27685.94277
84,27,0,79,29561.86593,23867.75605,463319.091123925,3582244.72766506,29561.86593
85,27,0,96,28784.97072,12895.17876,464198.549593581,3582286.99024977,28784.97072
86,27,0,81,29275.85744,50441.80687,463555.521003929,3582229.59857745,29275.85744
87,27,1,97,28881.49846,64278.5146,464037.812935692,3582270.51097088,28881.49846
88,27,0,93,29094.438,46935.73425,463778.646549027,3582333.62281459,29094.438
89,27,0,94,29103.56443,28619.2767,463881.653582682,3582496.41275854,29103.56443
90,27,0,53,28082.10724,76200.19703,464923.970519347,3582452.88480168,28082.10724
91,27,0,78,29497.71953,38624.09455,463430.284259644,3582472.99295348,29497.71953
92,27,0,92,29364.63381,42141.54145,463619.423216674,3582607.86571933,29364.63381
93,27,1,95,28866.40891,57146.9536,464137.829054541,3582603.12428005,28866.40891
94,27,0,51,28287.67214,46614.95182,464729.656021915,3582635.10792461,28287.67214
95,27,0,52,28083.33415,35397.33766,465007.462331140,3582686.82743956,28083.33415
96,27,1,126,25481.17674,74637.23585,467763.199111444,3582872.13029095,25481.17674
97,27,1,50,28527.18771,47712.7323,464572.988111741,3582884.96007308,28527.18771
98,27,0,127,26034.33792,39185.96112,467257.650412205,3582865.79613980,26034.33792
99,27,1,128,26279.78981,96774.24966,466898.966979784,3582911.31543817,26279.78981
100,27,1,91,29384.90271,51702.52741,463759.969595722,3582932.34774451,29384.90271
101,27,1,49,28394.63854,50422.85974,464846.242542184,3583128.61374137,28394.63854
102,27,0,125,25799.69506,79780.17536,467551.207755031,3583086.71097721,25799.69506
103,27,1,48,28112.87918,104951.4298,465160.389098576,3583183.37339076,28112.87918
104,27,0,47,28298.31776,22477.70027,465094.119057197,3583391.69529754,28298.31776
105,27,0,124,26077.09494,66247.06816,467412.402316418,3583334.18407348,26077.09494
106,27,1,29,28982.93314,22560.76242,464363.475045095,3583445.61062414,28982.93314
107,27,0,46,28131.469,25342.14828,465300.618071790,3583479.49039545,28131.469
108,27,1,120,27225.4398,20286.60349,466280.922622917,3583484.84128728,27225.4398
109,27,0,123,26272.92577,58867.04974,467133.112690082,3583435.76793002,26272.92577
112,27,0,30,28689.8573,41835.80189,464711.321627226,3583565.42215657,28689.8573
114,27,1,45,28138.8728,39900.35381,465309.800125833,3583641.00589094,28138.8728
115,27,1,121,26929.88052,92874.24644,466487.753234826,3583448.71436553,26929.88052
116,27,0,122,26868.28028,14248.98917,466760.118111786,3583653.57328555,26868.28028
119,27,1,117,27654.0093,32956.92932,465884.449341317,3583717.15648678,27654.0093
120,27,0,44,28165.24057,45521.83634,465292.534077985,3583788.33817891,28165.24057
121,27,0,118,27416.79958,38934.86333,466149.160809172,3583749.16539078,27416.79958
122,27,0,43,28144.73445,6578.525543,465495.187530767,3583863.70890804,28144.73445
123,27,1,28,28889.73674,65590.8601,464503.302470384,3583766.03675733,28889.73674
124,27,1,119,27064.58014,74786.12478,466467.626902656,3583787.04381518,27064.58014
127,27,0,25,29673.80608,48079.84,463726.405533818,3583840.41187492,29673.80608
130,27,0,42,28274.93263,34856.22371,465278.217523910,3583947.86160020,28274.93263
131,27,0,26,29371.02073,42443.94468,464127.501126109,3583942.71342256,29371.02073
132,27,1,41,28197.26354,31647.99203,465453.775680161,3584063.99047917,28197.26354
133,27,0,27,29140.40638,42686.0736,464417.943043141,3584089.29107083,29140.40638
134,27,1,33,28582.99659,67931.23744,464986.946336162,3584082.41156978,28582.99659
135,27,1,39,28432.08488,24877.38404,465249.968160895,3584145.53345013,28432.08488
138,27,0,40,28301.96033,32062.51902,465422.246548085,3584269.36519291,28301.96033
139,27,1,23,29449.34662,76231.1229,464101.060293937,3584185.96366358,29449.34662
140,27,1,22,29245.56961,43579.46015,464379.696314420,3584338.74201195,29245.56961
141,27,0,38,28363.55482,12675.87423,465481.926894373,3584454.44869888,28363.55482
142,27,0,36,28556.25765,31426.68563,465167.657573991,3584385.50409947,28556.25765
143,27,1,32,28762.745,42917.40975,464946.361706126,3584400.68933763,28762.745
144,27,0,37,28431.68448,36026.90739,465329.827508396,3584451.34907987,28431.68448
145,27,1,16,29926.32277,49091.16456,463717.755605850,3584430.92310259,29926.32277
146,27,1,21,29235.8111,36485.74112,464493.290247157,3584484.55480960,29235.8111
147,27,0,35,28432.51267,18123.20918,465464.299586391,3584618.87928054,28432.51267
148,27,0,34,28577.42708,12875.05792,465340.023473611,3584672.78320102,28577.42708
149,27,1,17,29834.93445,45959.33158,463861.392242659,3584657.32393547,29834.93445
150,27,0,31,28907.60536,27600.89607,464950.583967545,3584665.79236056,28907.60536
151,27,0,19,29222.83555,39779.0763,464510.297822883,3584667.81465911,29222.83555
152,27,0,20,29115.33863,39958.6386,464723.904151697,3584737.28092142,29115.33863
153,27,1,18,29578.82317,67159.95216,464174.341631163,3584730.70061574,29578.82317
154,27,0,15,29363.49409,37485.29909,464486.375274143,3584844.56793800,29363.49409
155,27,0,14,29552.48968,19581.51768,464397.466930168,3584975.24533194,29552.48968
156,27,0,142,29003.99234,59202.07391,464875.027780531,3584916.17675235,29003.99234
157,27,0,141,28894.33413,48199.20368,465052.301674594,3584949.27496209,28894.33413
158,27,0,13,29351.94807,37459.80466,464582.518071420,3585041.44421400,29351.94807
159,27,0,12,29679.33354,48781.82207,464299.358630641,3585269.75673234,29679.33354
160,27,1,11,29511.47483,60204.27909,464701.095953004,3585841.49236970,29511.47483
161,27,1,9,29092.09811,102146.2785,465170.482018654,3585846.93901796,29092.09811
162,27,1,8,29431.43273,42774.26468,464935.831663604,3585938.00167575,29431.43273
163,27,0,10,29866.03613,67131.67004,464458.981404969,3585987.45540187,29866.03613
164,27,1,7,29620.56751,49692.34289,464783.599944643,3586078.05352888,29620.56751
165,27,1,4,29385.72891,46840.31623,465080.279822641,3586126.33188291,29385.72891
166,27,1,6,29819.50867,52783.75546,464629.753863476,3586206.87154372,29819.50867
167,27,0,3,29560.80406,64275.73752,464963.582709042,3586305.33864183,29560.80406
168,27,0,5,30020.81085,52559.91683,464468.183029421,3586336.33917334,30020.81085
169,27,1,2,29768.03172,49326.74983,464794.317623732,3586420.62747955,29768.03172
170,27,1,1,29982.9855,49863.38426,464617.214473254,3586542.99233995,29982.9855
171,8,0,13,31835.40813,32721.8044,459655.581376057,3589455.48496660,31835.40813
172,8,0,15,32244.11853,54547.30682,460131.196320901,3589470.03431270,32244.11853
173,8,0,14,31944.13045,56184.33012,459894.890717239,3589503.68838262,31944.13045
174,8,0,12,32129.48931,53597.0348,460124.761578630,3589727.93350046,32129.48931
175,8,0,11,31897.69163,58446.39738,459890.544663074,3589745.58103427,31897.69163
176,8,0,10,31666.71214,55074.82618,459652.392321551,3589774.09272202,31666.71214
177,8,1,9,31701.85701,25473.1617,459759.428091930,3590097.06712621,31701.85701
178,8,0,8,31544.61413,27958.84512,459604.485708035,3590122.53873979,31544.61413
179,8,0,6,31250.72981,29416.44114,459306.918918513,3590140.95679217,31250.72981
180,8,0,7,31368.77247,27173.13531,459456.448441036,3590152.97913209,31368.77247
181,8,0,1,30958.8261,19678.72144,459018.208319567,3590211.47951727,30958.8261
182,8,0,5,31664.45298,23600.12106,459796.893595355,3590266.51559113,31664.45298
183,8,0,4,31484.40258,26565.40105,459631.346562893,3590311.77077322,31484.40258
184,8,0,3,31210.24272,42600.17715,459431.151830749,3590364.22488507,31210.24272
185,8,1,2,30997.99138,44581.508,459218.290646465,3590393.98004073,30997.99138
186,10,0,5,21588.90027,34558.42252,452622.557740395,3603049.71364581,21588.90027
187,10,1,4,21620.01893,29097.11272,452659.571738742,3603227.18184210,21620.01893
188,10,0,2,21209.39788,68376.66201,452274.192894000,3603258.65397692,21209.39788
189,10,0,3,21452.96555,52504.71364,452478.038983423,3603260.22208076,21452.96555
190,10,0,6,21493.57042,18107.63377,452496.857205011,3603491.59791765,21493.57042
191,10,1,7,21282.91924,19952.68726,452325.724785067,3603498.87380242,21282.91924
192,10,0,1,20943.19606,52895.9217,451970.100554513,3603449.97308418,20943.19606
193,33,0,24,7830.928476,31211.69122,438728.176709310,3602077.33019047,7830.928476
194,33,0,26,7461.065669,38303.30817,438415.450572154,3602152.09877599,7461.065669
195,33,0,23,7821.102099,35969.06198,438770.714183301,3602344.88466094,7821.102099
196,33,1,25,7234.583551,40425.78775,438206.717366221,3602395.62589132,7234.583551
197,33,1,22,7630.915572,30397.27263,438594.204261739,3602472.20152289,7630.915572
198,33,0,21,7381.930297,31846.33012,438402.173565857,3602665.10058090,7381.930297
199,33,1,20,7937.852048,62728.03278,438982.967497023,3603011.75958804,7937.852048
200,33,0,19,7979.022112,50699.57679,439049.020723572,3603244.94681291,7979.022112
201,33,0,5,10133.45546,18829.38154,441110.042247542,3603466.55457368,10133.45546
202,33,0,18,7835.483719,54234.13642,438866.619519090,3603399.20111304,7835.483719
203,33,0,11,9767.713863,27539.69915,440783.332551507,3603486.45378187,9767.713863
204,33,0,10,9941.580334,39081.8568,440953.963219042,3603473.13974811,9941.580334
205,33,1,12,9554.149929,36161.38895,440607.155869316,3603528.58017652,9554.149929
206,33,0,17,8115.703005,86436.67616,439220.898985977,3603497.01270411,8115.703005
207,33,0,4,10028.62269,34656.52207,441061.577616534,3603705.58438302,10028.62269
208,33,1,16,8837.420168,29259.836,439859.354376206,3603769.77145835,8837.420168
209,33,0,9,9536.807341,35678.85919,440622.292143983,3603843.86257352,9536.807341
210,33,0,8,9746.66841,36059.29318,440794.938701164,3603872.27324207,9746.66841
211,33,1,3,9991.87788,39409.63234,441045.180472934,3603912.76649284,9991.87788
212,33,0,15,8914.968188,37774.33406,439956.362810098,3603996.42803423,8914.968188
213,33,0,2,9993.410411,41576.39637,441030.215203532,3604115.63563161,9993.410411
214,33,0,7,9769.233104,40139.52482,440801.734029627,3604163.53699966,9769.233104
215,33,0,13,9103.731375,30196.4288,440096.661229232,3604265.11873120,9103.731375
216,33,1,6,9634.91669,23640.0491,440596.627557091,3604266.86242209,9634.91669
217,33,0,14,8856.792663,59206.31496,439880.357831628,3604224.09687517,8856.792663
218,33,1,1,9961.715387,58793.91706,441005.649436038,3604320.35471366,9961.715387
219,24,0,28,6198.173669,22220.12417,437127.918108968,3604560.58269417,6198.173669
220,24,0,26,6207.649267,14959.85396,437083.717758662,3604700.95696509,6207.649267
221,24,0,27,6332.877925,8871.547746,437199.842996425,3604699.96547275,6332.877925
222,24,0,25,5923.692281,71406.928,436877.358337198,3604631.20769534,5923.692281
223,24,0,30,6652.318911,55647.99191,437604.407105317,3604636.17729455,6652.318911
224,24,0,29,6382.59825,70622.37995,437364.712088241,3604628.51289817,6382.59825
225,24,1,53,5570.341522,20827.20517,436459.416391579,3604749.90335805,5570.341522
226,24,1,21,5943.901506,16516.9327,436812.630081098,3604838.67311409,5943.901506
227,24,0,22,6127.192868,42575.71386,437044.608179754,3604857.89087229,6127.192868
228,24,0,24,6809.590039,42292.17218,437700.812452541,3604903.51251588,6809.590039
229,24,0,23,6450.576884,83077.16425,437418.440173204,3604897.11630017,6450.576884
230,24,1,16,6039.824957,65597.96891,437018.105670691,3605049.32880192,6039.824957
231,24,0,20,5846.878192,32829.22548,436660.646261416,3605012.75090787,5846.878192
232,24,0,19,6867.580553,72978.15151,437768.833836122,3605147.66021495,6867.580553
233,24,0,18,6565.661057,72236.91272,437454.601374612,3605144.78990624,6565.661057
234,24,1,15,6059.066628,25757.8943,436905.796203430,3605149.64089522,6059.066628
235,24,0,17,6427.795124,15601.95058,437213.405923392,3605216.94879535,6427.795124
236,24,1,52,7520.813052,11234.64367,438342.837328110,3605263.43898964,7520.813052
237,24,1,51,7716.611748,54447.73954,438597.047525314,3605335.87116973,7716.611748
238,24,1,50,8036.080342,61269.07452,438899.928459800,3605346.03134386,8036.080342
239,24,0,49,7943.149344,36750.36002,438764.540943098,3605555.14574109,7943.149344
240,24,1,31,7345.553483,44079.33182,438083.708984615,3605568.80882931,7345.553483
241,24,0,47,8266.87075,57740.74387,439050.354123429,3605626.50211707,8266.87075
242,24,0,45,8502.908192,76423.97644,439322.811860208,3605612.88611766,8502.908192
243,24,0,32,7469.324044,87806.08776,438266.672651695,3605544.39823023,7469.324044
244,24,0,34,7703.08943,64251.19443,438477.727739187,3605653.18401561,7703.08943
245,24,0,48,8140.75095,35927.82033,438859.419528547,3605761.15790354,8140.75095
246,24,0,33,7608.846991,48415.34691,438300.712751607,3605877.22912747,7608.846991
247,24,0,44,8577.731282,67880.211,439332.107384145,3605891.96854095,8577.731282
248,24,0,35,7895.203503,64523.33972,438532.263080330,3605988.84737944,7895.203503
249,24,1,46,8342.757767,61194.80517,439074.427185081,3605917.72455915,8342.757767
250,24,0,38,8098.502465,61714.9247,438726.297631456,3606045.36311314,8098.502465
251,24,1,43,8650.591838,63175.61423,439332.187922786,3606127.02865517,8650.591838
252,24,0,36,7943.689589,50119.80203,438467.542759881,3606302.25444048,7943.689589
253,24,0,37,8135.987451,43747.146,438659.513653150,3606319.71616622,8135.987451
254,24,0,39,8382.544724,76514.54147,438928.291440648,3606289.74531436,8382.544724
255,24,0,42,8591.410479,50487.98116,439137.493130272,3606393.29498199,8591.410479
256,24,0,12,6001.306229,18266.43519,436142.560643057,3606673.42231779,6001.306229
257,24,0,41,8632.476261,54571.74627,439121.569722071,3606657.15771996,8632.476261
258,24,0,40,8429.93667,72229.37917,438893.576319924,3606664.45196774,8429.93667
259,24,0,10,5919.664953,46160.36228,435997.486301746,3606811.04794519,5919.664953
260,24,0,9,5690.056987,12865.67683,435630.931907339,3606834.19901945,5690.056987
261,24,0,11,6188.99913,10615.28171,436207.552748926,3606834.30204033,6188.99913
262,24,0,6,5683.71191,88461.46083,435672.628775520,3607022.33542349,5683.71191
263,24,1,14,5188.331015,34139.39864,434852.666736341,3607058.78771400,5188.331015
264,24,1,5,5389.706938,81524.79889,435261.734601661,3607056.02308516,5389.706938
265,24,0,8,6410.133607,18508.95478,436292.281732859,3607143.31772882,6410.133607
266,24,1,7,6076.823324,113478.2509,436088.448578664,3607089.28506474,6076.823324
267,24,0,4,5806.164821,82198.34566,435679.814240003,3607216.48551128,5806.164821
268,24,1,13,5329.593679,54809.12198,434955.397801680,3607243.53793774,5329.593679
269,24,1,3,6154.726667,102429.2305,435863.800445225,3607523.76230221,6154.726667
270,24,1,2,5971.980754,91965.41137,435629.724677192,3607541.16744299,5971.980754
271,24,0,1,6370.230949,43998.3455,435715.672743312,3607880.10907588,6370.230949
272,21,0,54,16485.93549,46749.43037,447063.155165538,3608960.06447842,16485.93549
273,21,0,53,16405.04912,42350.54394,446995.424258982,3609152.46644698,16405.04912
274,21,0,52,15936.37756,92178.03519,446603.884816072,3609446.21446214,15936.37756
275,21,0,50,15581.8811,83377.21594,446357.602133135,3609809.05899225,15581.8811
276,21,0,51,15818.58094,68182.3141,446569.686852423,3609865.39698672,15818.58094
277,21,0,44,16057.58383,25746.34338,446781.935726115,3610222.36366654,16057.58383
278,21,0,30,16963.95208,51975.51954,447772.573318294,3610210.16565540,16963.95208
279,21,0,49,15384.78413,87801.64641,446253.747760504,3610189.07743615,15384.78413
280,21,0,41,17303.96479,54985.94047,448130.428472900,3610237.93275409,17303.96479
281,21,1,48,14939.13159,68400.96216,445848.801474496,3610344.40129416,14939.13159
283,21,0,43,15971.86825,52643.81109,446797.396439436,3610448.83332628,15971.86825
284,21,0,29,16888.93615,49863.17388,447738.912783685,3610477.01488928,16888.93615
285,21,0,46,15770.24862,46552.78913,446571.872570758,3610482.00302985,15770.24862
286,21,0,47,15203.96723,54943.68451,446099.383783574,3610534.15140614,15203.96723
287,21,1,40,17151.96878,59329.22093,448080.421274917,3610533.71476836,17151.96878
288,21,0,45,15542.18016,43681.07321,446510.491656649,3610758.24644264,15542.18016
289,21,0,42,15906.15398,49597.52403,446797.753104105,3610711.60921666,15906.15398
290,21,0,39,17290.04571,75482.05842,448311.251356795,3610692.78863536,17290.04571
291,21,1,28,16815.45212,33249.26879,447722.251067575,3610742.33416981,16815.45212
292,21,0,25,16506.02118,54276.99319,447497.380607838,3611018.22833166,16506.02118
293,21,0,27,16763.31147,36343.90286,447727.352328852,3611039.37144471,16763.31147
294,21,0,38,17182.54087,63932.10367,448298.274202888,3611243.10951240,17182.54087
295,21,0,24,16409.21422,64717.70455,447479.343890706,3611325.68669292,16409.21422
296,21,0,37,16985.62157,32397.34074,448047.687174807,3611402.88113180,16985.62157
297,21,0,26,16692.21496,69404.18886,447786.201595836,3611442.12212918,16692.21496
298,21,0,36,17467.66674,31186.21113,448663.099432445,3611704.86496407,17467.66674
299,21,1,22,16132.42515,62992.96312,447233.955920291,3611647.92606477,16132.42515
300,21,0,23,16324.76257,63610.90843,447453.519752717,3611660.55126312,16324.76257
301,21,0,35,17255.17318,32116.59004,448389.574186647,3611755.24332274,17255.17318
302,21,0,34,17027.2342,34091.59053,448190.438106418,3611765.98527872,17027.2342
303,21,0,33,17198.80471,25616.30371,448399.506624067,3611919.43869558,17198.80471
304,21,0,21,16288.66737,45447.87379,447442.193942864,3611962.28569748,16288.66737
305,21,1,32,17380.85995,36430.78541,448627.757546864,3612110.54527946,17380.85995
306,21,0,19,16165.12182,47959.62716,447392.978144285,3612232.18597881,16165.12182
307,21,0,18,15974.72069,34267.93792,447181.770489036,3612276.90927183,15974.72069
308,21,1,31,16983.88833,70779.1207,448330.698147783,3612253.93083610,16983.88833
309,21,0,20,16308.70438,68532.92119,447619.919138808,3612220.11884458,16308.70438
310,21,1,11,16085.73876,71201.77325,447483.919039606,3612602.48187229,16085.73876
311,21,1,17,16673.89669,37322.12601,447923.905613308,3612615.12569720,16673.89669
312,21,0,16,16505.43255,39575.75978,447762.268359624,3612616.05817520,16505.43255
313,21,1,10,16058.97264,84322.65146,447457.767231390,3612809.48905380,16058.97264
314,21,0,14,16479.23404,38375.5662,447767.853120215,3612901.26053543,16479.23404
315,21,1,15,16642.64387,40017.9288,447937.094147043,3612911.05254513,16642.64387
316,21,0,9,16058.55258,80255.56362,447482.267656939,3613033.35681016,16058.55258
317,21,1,13,16617.67905,45999.78562,447958.805789749,3613173.68580745,16617.67905
318,21,0,12,16450.40091,36820.35816,447765.815453771,3613181.96944757,16450.40091
319,21,1,8,16033.15417,75186.57493,447488.050346440,3613247.89627094,16033.15417
320,21,0,6,15911.26789,157492.9933,447469.864253283,3613603.10622171,15911.26789
321,21,0,7,16295.46388,73564.34154,447738.537086211,3613691.82752664,16295.46388
322,21,0,5,15819.61723,106058.0816,447353.593333013,3613976.78484274,15819.61723
323,21,0,4,15788.10585,71800.87783,447258.039712038,3614243.06348346,15788.10585
324,21,1,3,15701.86882,65303.76453,447183.217915710,3614520.90598995,15701.86882
325,21,1,2,16079.58551,84694.57769,447541.397441069,3614595.05629221,16079.58551
326,21,1,1,15766.79404,64120.31486,447278.640425764,3614737.72554499,15766.79404
327,18,0,29,10845.62495,47634.4678,410752.139686121,3630460.96009430,10845.62495
328,18,1,30,10716.36144,36271.276,410589.899176458,3630483.99405606,10716.36144
329,18,1,28,11044.23243,36412.60328,410940.978039084,3630547.23371927,11044.23243
330,18,1,27,11103.92282,57479.58128,411009.964727700,3630763.99655639,11103.92282
331,18,0,26,11042.86188,46089.73938,410912.053525875,3630952.73022326,11042.86188
332,18,1,22,11325.69029,74970.80551,411458.285238056,3631089.86987867,11325.69029
333,18,0,25,11267.17599,28977.78541,410989.191595441,3631210.78919299,11267.17599
334,18,0,24,11044.57389,47875.88815,410834.285762150,3631171.69537859,11044.57389
335,18,1,23,10961.32722,39606.8014,410699.320855322,3631311.49779227,10961.32722
336,18,1,21,11345.42557,66692.98883,411451.999528399,3631345.56312527,11345.42557
337,18,1,20,11467.77411,47319.02819,411186.619553919,3631410.51472625,11467.77411
338,18,0,18,11565.96264,11560.05395,411191.748426628,3631584.58954682,11565.96264
339,18,0,11,11173.76634,37831.989,410849.402825444,3631573.75001116,11173.76634
340,18,0,19,11494.44577,27854.47402,411412.240431912,3631589.39238609,11494.44577
341,18,1,17,11046.75576,39621.05613,411829.127667374,3631709.37492452,11046.75576
342,18,0,10,11140.53452,41344.80332,410775.637849442,3631741.32305962,11140.53452
343,18,0,14,11644.12895,14746.22792,411289.043591548,3631782.11340210,11644.12895
344,18,1,15,11461.86867,20573.61855,411466.169488518,3631776.41916876,11461.86867
345,18,0,16,11338.60829,16435.69566,411617.143618616,3631768.69144384,11338.60829
346,18,0,8,11000.64261,53070.05196,410638.574975934,3631921.31702953,11000.64261
347,18,0,9,11339.05218,48869.02721,410899.878255863,3631979.52188713,11339.05218
348,18,1,13,11145.78614,56240.92572,411774.322570905,3631972.15882748,11145.78614
349,18,1,12,11375.81176,104506.9914,411278.175516331,3631986.43780829,11375.81176
350,18,0,6,10951.87666,60648.73084,410511.282056133,3632092.32642203,10951.87666
351,18,0,7,11322.84959,51115.44212,410843.720178547,3632193.10262447,11322.84959
352,18,0,3,10912.54833,37321.29536,410356.497848264,3632258.12741429,10912.54833
353,18,0,4,11142.92647,19992.69574,410550.541672446,3632272.13712469,11142.92647
354,18,1,1,10866.00099,30111.24388,410253.909494908,3632407.21959289,10866.00099
355,18,1,2,11110.57238,19250.10308,410458.945026192,3632404.67037741,11110.57238
356,18,1,5,11267.43791,32191.57509,410653.185667318,3632354.30417242,11267.43791
357,32,1,2,20453.46464,40294.2684,367725.705530868,3664015.93407997,20453.46464
358,32,1,1,20239.13656,44792.55849,367710.253407037,3664313.86076772,20239.13656
359,19,0,8,19165.90969,14486.48863,366027.800212884,3667722.11703812,19165.90969
360,19,0,7,19216.05092,31272.53876,365791.864283914,3667796.00317856,19216.05092
361,19,0,6,19227.2148,36169.758,365729.162244269,3667930.69936102,19227.2148
362,19,0,5,19003.28839,17053.91471,365506.447630403,3668637.17182617,19003.28839
363,19,0,4,18925.02504,17314.58488,365508.975893925,3668767.08924232,18925.02504
364,19,0,3,18214.28794,47883.24802,365689.056574687,3669644.94539938,18214.28794
365,19,0,2,18152.72485,18790.08314,365722.230433980,3669798.29252253,18152.72485
366,19,0,1,18100.70167,18954.93312,365723.001190067,3669899.43715606,18100.70167
367,20,0,12,26849.93466,47531.99655,357341.905183546,3666717.66826328,26849.93466
368,20,0,11,26953.75994,42610.35939,357206.924116136,3666832.73182211,26953.75994
369,20,0,10,26909.69034,44242.78987,357122.127610511,3666969.18839656,26909.69034
370,20,0,9,26314.72112,42835.19824,357821.218544344,3667117.80855699,26314.72112
371,20,0,8,26421.43402,43793.1805,357644.888333746,3667210.50373694,26421.43402
372,20,0,7,26551.97362,51135.34198,357442.817623529,3667286.41022209,26551.97362
373,20,0,6,26712.03733,49797.87495,357235.983473412,3667297.90498540,26712.03733
374,20,0,5,26206.05355,21627.45274,357635.476263847,3667706.92295284,26206.05355
375,20,0,4,26182.72784,16053.49716,357622.666565237,3667819.04851656,26182.72784
376,20,0,3,26118.27585,22822.76509,357620.704685950,3667954.09029400,26118.27585
377,20,0,2,26058.22665,21422.02639,357621.926883013,3668098.93712768,26058.22665
378,20,0,1,26223.89744,25781.25326,357416.960367089,3668103.58360018,26223.89744
379,30,1,4,27691.47177,35682.77716,353208.341965735,3679928.67617788,27691.47177
380,30,0,3,27680.35082,21494.41955,353260.886975219,3680169.99597748,27680.35082
381,30,1,2,27806.41757,26727.02068,353085.126714993,3680202.26240745,27806.41757
382,30,0,1,27670.43767,39749.2116,353291.454623997,3680431.44079576,27670.43767
383,9,0,8,16680.56949,17280.85607,368485.158135449,3668618.90931614,16680.56949
384,9,0,7,16823.27498,32197.86893,368222.900881631,3668702.05928345,16823.27498
385,9,0,6,16655.62016,35682.28206,368337.579439897,3668827.39678810,16655.62016
386,9,0,5,16462.43455,39051.87301,368467.641718405,3668910.32590335,16462.43455
387,9,0,9,16801.35455,29438.61197,367950.162645092,3669010.59250421,16801.35455
388,9,0,4,16342.54357,39184.5497,368458.538818385,3669138.63366568,16342.54357
389,9,0,3,16451.8587,25038.6519,368297.613560671,3669174.89378741,16451.8587
390,9,1,1,16413.236,38964.37552,367620.288121075,3670062.18352844,16413.236
